order_id,week,comment
GC-103281,2,Found a cheaper service that I like better.
GC-113217,2,The recipes got really repetitive and boring after a while.
GC-112568,1,The meals just weren't very tasty. Cancelling for good.
GC-108766,7,Portions were small and the seasoning was bland. Disappointed.
GC-110131,4,done
GC-104868,5,Some family circumstances mean I have to pause temporarily. The food was wonderful. Hope to be back soon!
GC-110198,7,Overpriced compared to just buying groceries myself.
GC-105196,5,The meals just weren't very tasty. Cancelling for good.
GC-105516,5,"Too many ingredients to prep, more work than it's worth."
GC-102088,1,Found a cheaper service that I like better.
GC-104178,3,I absolutely love these meals but money is really tight right now and I can't afford it this month. I'll come back once I can.
GC-103618,3,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-104834,3,Way too expensive for what you get. Not worth it.
GC-107144,1,Way too expensive for what you get. Not worth it.
GC-101566,7,"Too many ingredients to prep, more work than it's worth."
GC-107852,5,Honestly just not impressed with the food quality.
GC-105530,3,Overpriced compared to just buying groceries myself.
GC-106458,3,"Too many ingredients to prep, more work than it's worth."
GC-109416,1,The meals just weren't very tasty. Cancelling for good.
GC-102624,1,Overpriced compared to just buying groceries myself.
GC-112826,3,The meals just weren't very tasty. Cancelling for good.
GC-106318,7,"The food quality is great, just need to cut back on spending until my finances recover. Looking forward to returning."
GC-108807,8,Portions were small and the seasoning was bland. Disappointed.
GC-107559,8,Some family circumstances mean I have to pause temporarily. The food was wonderful. Will resubscribe when things settle.
GC-101740,5,Packaging waste was excessive and it's not worth the price.
GC-101509,6,Packaging waste was excessive and it's not worth the price.
GC-112108,5,Portions were small and the seasoning was bland. Disappointed.
GC-102057,2,Found a cheaper service that I like better.
GC-104334,7,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-100395,4,-
GC-112478,7,Quality went downhill and I'm done with it. Never again.
GC-109556,5,Out of town for work for a while. Loved the variety and seasoning.
GC-100002,3,Found a cheaper service that I like better.
GC-106197,6,Quality went downhill and I'm done with it. Never again.
GC-109228,5,no
GC-113599,8,Portions were small and the seasoning was bland. Disappointed.
GC-112025,2,Honestly just not impressed with the food quality.
GC-108352,1,Way too expensive for what you get. Not worth it.
GC-112073,2,Money's tight after some unexpected bills. The recipes are wonderful though.
GC-104790,7,none
GC-110506,3,Found a cheaper service that I like better.
GC-101793,2,quit
GC-103374,7,n/a
GC-109142,7,Overpriced compared to just buying groceries myself.
GC-110200,1,The recipes got really repetitive and boring after a while.
GC-102142,7,Way too expensive for what you get. Not worth it.
GC-101220,5,Overpriced compared to just buying groceries myself.
GC-101630,7,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-114039,8,Some family circumstances mean I have to pause temporarily. The food was wonderful. Looking forward to returning.
GC-104031,8,Between jobs at the moment so I have to watch my budget. Loved the organic ingredients. Will resubscribe when things settle.
GC-109365,6,The meals just weren't very tasty. Cancelling for good.
GC-101695,8,Found a cheaper service that I like better.
GC-104324,5,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-108767,8,Packaging waste was excessive and it's not worth the price.
GC-102863,8,Found a cheaper service that I like better.
GC-110923,4,Found a cheaper service that I like better.
GC-112870,7,Some family circumstances mean I have to pause temporarily. The food was wonderful. Will resubscribe when things settle.
GC-112443,4,Packaging waste was excessive and it's not worth the price.
GC-108611,4,New shift means I'm never home for dinner. I really enjoyed the recipes. Looking forward to returning.
GC-104975,8,The meals just weren't very tasty. Cancelling for good.
GC-112912,1,stop
GC-103620,5,"Too many ingredients to prep, more work than it's worth."
GC-107354,3,Quality went downhill and I'm done with it. Never again.
GC-103892,5,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-104941,6,"Too many ingredients to prep, more work than it's worth."
GC-107497,2,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-100732,5,The meals just weren't very tasty. Cancelling for good.
GC-109718,7,The meals just weren't very tasty. Cancelling for good.
GC-103638,7,quit
GC-105389,6,The meals just weren't very tasty. Cancelling for good.
GC-112846,7,The recipes got really repetitive and boring after a while.
GC-107495,8,Traveling for work for the next two months so I have to pause. The meals were fantastic. Will resubscribe when things settle.
GC-113054,7,Way too expensive for what you get. Not worth it.
GC-100583,8,cancel
GC-105180,5,Overpriced compared to just buying groceries myself.
GC-102294,7,Way too expensive for what you get. Not worth it.
GC-107466,3,Way too expensive for what you get. Not worth it.
GC-112928,1,"Too many ingredients to prep, more work than it's worth."
GC-110651,4,Overpriced compared to just buying groceries myself.
GC-100408,1,Way too expensive for what you get. Not worth it.
GC-105262,7,quit
GC-106728,1,Going through some personal stuff right now and need to step back for now. Loved the meals. Looking forward to returning.
GC-112941,6,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-109823,8,Some family circumstances mean I have to pause temporarily. The food was wonderful. Looking forward to returning.
GC-100734,7,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious.
GC-103086,7,Portions were small and the seasoning was bland. Disappointed.
GC-102236,5,Honestly just not impressed with the food quality.
GC-107104,1,I absolutely love these meals but money is really tight right now and I can't afford it this month.
GC-108609,2,Quality went downhill and I'm done with it. Never again.
GC-103075,4,Honestly just not impressed with the food quality.
GC-109052,5,"My schedule got really hectic this semester, just too busy to keep up. Great variety though."
GC-102298,3,Honestly just not impressed with the food quality.
GC-113506,3,Portions were small and the seasoning was bland. Disappointed.
GC-108536,1,"The food quality is great, just need to cut back on spending until my finances recover. Will resubscribe when things settle."
GC-100707,4,Packaging waste was excessive and it's not worth the price.
GC-101272,1,Started a new job with crazy hours and I have no time to cook right now. The meals were delicious. Hope to be back soon!
GC-101959,8,Portions were small and the seasoning was bland. Disappointed.
GC-110057,2,Packaging waste was excessive and it's not worth the price.
GC-103888,1,Honestly just not impressed with the food quality.
GC-104905,2,Some family circumstances mean I have to pause temporarily. The food was wonderful.
GC-113538,3,Way too expensive for what you get. Not worth it.
GC-107145,2,Packaging waste was excessive and it's not worth the price.
GC-102934,7,quit
GC-113969,2,The meals just weren't very tasty. Cancelling for good.
GC-101417,2,Packaging waste was excessive and it's not worth the price.
GC-105615,8,"Too many ingredients to prep, more work than it's worth."
GC-104984,1,Way too expensive for what you get. Not worth it.
GC-101628,5,Honestly just not impressed with the food quality.
GC-102383,8,Portions were small and the seasoning was bland. Disappointed.
GC-111813,6,"Too many ingredients to prep, more work than it's worth."
GC-104602,3,"Too many ingredients to prep, more work than it's worth."
GC-107297,2,New shift means I'm never home for dinner. I really enjoyed the recipes.
GC-106986,3,Packaging waste was excessive and it's not worth the price.
GC-107021,6,Portions were small and the seasoning was bland. Disappointed.
